,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,cityName,cityEnglishName,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount
106606,Others,钻石公主号邮轮,Diamond Princess Cruise Ship,钻石公主号邮轮,Diamond Princess Cruise Ship,634,0.0,0,2,,,,,,
106825,Asia,韩国,Korea,韩国,Korea,104,0.0,16,1,,,,,,
106826,Asia,伊朗,Iran,伊朗,Iran,2,0.0,0,2,,,,,,
107648,Asia,日本,Japan,日本,Japan,84,0.0,12,1,,,,,,
107650,Asia,新加坡,Singapore,新加坡,Singapore,84,0.0,34,0,,,,,,
107651,Asia,马来西亚,Malaysia,马来西亚,Malaysia,22,0.0,15,0,,,,,,
107652,Asia,尼泊尔,Nepal,尼泊尔,Nepal,1,0.0,1,0,,,,,,
107653,Asia,斯里兰卡,SriLanka,斯里兰卡,SriLanka,1,0.0,1,0,,,,,,
107654,Europe,西班牙,Spain,西班牙,Spain,2,0.0,2,0,,,,,,
108050,Asia,泰国,Thailand,泰国,Thailand,35,0.0,15,0,,,,,,
108051,Europe,德国,Germany,德国,Germany,16,0.0,1,0,,,,,,
108052,North America,美国,United States of America,美国,United States of America,15,0.0,3,0,,,,,,
108053,Asia,越南,Vietnam,越南,Vietnam,16,0.0,7,0,,,,,,
108055,Europe,法国,France,法国,France,12,0.0,4,1,,,,,,
108056,North America,加拿大,Canada,加拿大,Canada,8,0.0,2,0,,,,,,
108057,Oceania,澳大利亚,Australia,澳大利亚,Australia,15,0.0,10,0,,,,,,
108058,Asia,阿联酋,United Arab Emirates,阿联酋,United Arab Emirates,9,0.0,4,0,,,,,,
108059,Europe,英国,United Kingdom,英国,United Kingdom,9,0.0,8,0,,,,,,
108060,Africa,埃及,Egypt,埃及,Egypt,1,0.0,0,0,,,,,,
108063,Asia,印度,India,印度,India,3,0.0,3,0,,,,,,
108064,Europe,俄罗斯,Russia,俄罗斯,Russia,2,0.0,2,0,,,,,,
108066,Europe,比利时,Belgium,比利时,Belgium,1,0.0,1,0,,,,,,
