,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,cityName,cityEnglishName,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount
115465,Asia,新加坡,Singapore,新加坡,Singapore,72,0.0,17,0,,,,,,
115867,Asia,日本,Japan,日本,Japan,326,0.0,12,1,,,,,,
115869,Asia,泰国,Thailand,泰国,Thailand,33,0.0,13,0,,,,,,
115870,Europe,法国,France,法国,France,11,0.0,0,1,,,,,,
115871,Asia,越南,Vietnam,越南,Vietnam,16,0.0,7,0,,,,,,
115872,North America,加拿大,Canada,加拿大,Canada,8,0.0,2,0,,,,,,
115873,Asia,阿联酋,United Arab Emirates,阿联酋,United Arab Emirates,8,0.0,3,0,,,,,,
115874,Africa,埃及,Egypt,埃及,Egypt,1,0.0,0,0,,,,,,
115875,Europe,俄罗斯,Russia,俄罗斯,Russia,2,0.0,2,0,,,,,,
116763,North America,美国,United States of America,美国,United States of America,15,0.0,3,0,,,,,,
116990,Asia,韩国,Korea,韩国,Korea,28,0.0,7,0,,,,,,
116991,Asia,马来西亚,Malaysia,马来西亚,Malaysia,19,0.0,3,0,,,,,,
116992,Europe,德国,Germany,德国,Germany,16,0.0,1,0,,,,,,
116995,Oceania,澳大利亚,Australia,澳大利亚,Australia,15,0.0,5,0,,,,,,
116997,Europe,英国,United Kingdom,英国,United Kingdom,9,0.0,0,0,,,,,,
117000,Asia,印度,India,印度,India,3,0.0,0,0,,,,,,
117001,Europe,意大利,Italy,意大利,Italy,3,0.0,0,0,,,,,,
117002,Europe,西班牙,Spain,西班牙,Spain,2,0.0,0,0,,,,,,
117003,Asia,尼泊尔,Nepal,尼泊尔,Nepal,1,0.0,0,0,,,,,,
117004,Asia,斯里兰卡,SriLanka,斯里兰卡,SriLanka,1,0.0,0,0,,,,,,
117005,Europe,瑞典,Sweden,瑞典,Sweden,1,0.0,0,0,,,,,,
117006,Asia,菲律宾,Philippines,菲律宾,Philippines,3,0.0,1,1,,,,,,
117007,Europe,比利时,Belgium,比利时,Belgium,1,0.0,0,0,,,,,,
117009,Asia,柬埔寨,Kampuchea (Cambodia ),柬埔寨,Kampuchea (Cambodia ),1,0.0,1,0,,,,,,
117010,Europe,芬兰,Finland,芬兰,Finland,1,0.0,1,0,,,,,,
